Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Prag Bosimi Synthetics Ltd,PRAGBOS,"Textiles","15.397272719999998","2.15",,"0","0","0",,
Shine Fashions (India) Ltd,SHINEFASH,,"15.389","55",,"0","0","0",,
Inter Globe Finance Ltd,INTRGLB,"Investment Banking & Brokerage","15.35016375","23.5",,"0","0","0",,
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","15.3465198","40.9",,"0","0","0",,
Gilada Finance and Investments Ltd,GILADAFINS,"Investment Banking & Brokerage","15.2995788","10.69",,"0","0","0",,
Kandarp Digi Smart Bpo Ltd,KANDARP,"Outsourced services","15.2541","17",,"0","0","0",,
Kunststofe Industries Ltd,KUNSTOFF,"Building Products - Pipes","15.24068","22.5",,"0","0","0",,
Trans Freight Containers Ltd,TRANSFRE,"Industrial Machinery","15.234446080000001","21.6",,"0","0","0",,
HDFC Nifty 100 ETF,HDFCNIF100,"Equity","15.224317124999999","203.02",,"0","0","0",,
Jai Mata Glass Ltd,JAIMATAG,"Housewares","15.2","1.52",,"0","0","0",,
Vedant Asset Ltd,VEDANTASSET,,"15.1888","53",,"0","0","0",,
Kotak Midcap 50 ETF,KOTAKMID50,"Equity","15.187976201999998","106.1",,"0","0","0",,
Vani Commercials Ltd,VANICOM,"Investment Banking & Brokerage","15.1453998","12.89",,"0","0","0",,
Polymac Thermoformers Ltd,POLYMAC,"Plastic Products","15.144976","32.15",,"0","0","0",,
Sri Nachammai Cotton Mills Ltd,SRINACHA,"Textiles","15.136","34.49",,"0","0","0",,
Gujarat Raffia Industries Ltd,GUJRAFFIA,"Packaging","15.1326","28",,"0","0","0",,
Indo Cotspin Ltd,ICL,"Textiles","15.104998","35.69",,"0","0","0",,
Cindrella Hotels Ltd,CINDHO,,"15.0984","41.17",,"0","0","0",,
Encash Entertainment Ltd,ENCASH,"0","15.095025503999999","38.74",,"0","0","0",,
Radha Madhav Corp Ltd,RMCL,"Packaging","15.063802875","1.6",,"0","0","0",,
Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches","15.058829835","3.06",,"0","0","0",,
Indus Finance Ltd,INDUSFINL,,"15.0447375","15.44",,"0","0","0",,
Supreme Engineering Ltd,SUPREMEENG,"Iron & Steel","14.997","0.6",,"0","0","0",,
Phyto Chem India Ltd,PHYTO,,"14.83569","34",,"0","0","0",,
O P Chains Ltd,OPCHAINS,"0","14.83025","21.65",,"0","0","0",,
Samtex Fashions Ltd,SAMTEX,"Apparel & Accessories","14.8255","2.04",,"0","0","0",,
SP Refractories Ltd,SPRL,"Cement","14.8081125","82.75",,"0","0","0",,
Sonalis Consumer Products Ltd,SONALIS,,"14.802595","74.05",,"0","0","0",,
Sibar Auto Parts Ltd,SIBARAUT,"Auto Parts","14.7403892","8.68",,"0","0","0",,
Triveni Enterprises Ltd,TRIVENIENT,"Commodities Trading","14.71068","2.53",,"0","0","0",,
Margo Finance Ltd,MARGOFIN,"Diversified Financials","14.67427","32",,"0","0","0",,
Standard Batteries Ltd,STDBAT,"Diversified Financials","14.65496825","28.5",,"0","0","0",,
Genesis IBRC India Ltd,GENESIS,"0","14.586","11.22",,"0","0","0",,
Jetmall Spices and Masala Ltd,JETMALL,,"14.5327825","24.25",,"0","0","0",,
S M Gold Ltd,SMGOLD,"Precious Metals, Jewellery & Watches","14.50420484","14.5",,"0","0","0",,
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","14.503537147","46.31",,"0","0","0",,
Frontline corporation Ltd,FRONTCORP,,"14.5","30.45",,"0","0","0",,
Prism Medico and Pharmacy Ltd,PRISMMEDI,"Agro Products","14.497656348","24.4",,"0","0","0",,
Premier Capital Services Ltd,PREMCAP,"Business Support Services","14.49081972","3.97",,"0","0","0",,
Shantidoot Infra Services Ltd,SISL,,"14.4739","80.84",,"0","0","0",,
Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches","14.4637458666737","43",,"0","0","0",,
KJMC Corporate Advisors (India) Ltd,KJMCCORP,,"14.4492992","38.63",,"0","0","0",,
Viji Finance Ltd,VIJIFIN,"Specialized Finance","14.4375","1.75",,"0","0","0",,
Sunil Industries Ltd,SUNILTX,,"14.427","34.35",,"0","0","0",,
Octaware Technologies Ltd,OCTAWARE,"Software Services","14.42691026","40.18",,"0","0","0",,
Shirpur Gold Refinery Ltd,SHIRPUR-G,"Precious Metals, Jewellery & Watches","14.42291499","4.95",,"0","0","0",,
Solid Stone Co Ltd,SOLIDSTON,,"14.35922","25.4",,"0","0","0",,
Mirae Asset Hang Seng TECH ETF,MAHKTECH,"Equity","14.354740188","14.37",,"0","0","0",,
Padmanabh Alloys and Polymers Ltd,PADALPO,"Plastic Products","14.345245","26.5",,"0","0","0",,
Meyer Apparel Ltd,MAL,"Apparel & Accessories","14.2481106","1.82",,"0","0","0",,
Ganon Products Ltd,GANONPRO,,"14.220444","15.24",,"0","0","0",,
Lime Chemicals Ltd,LIMECHM,"Commodity Chemicals","14.1477834","22.35",,"0","0","0",,
Mid India Industries Ltd,MIDINDIA,"Textiles","14.0669","8.7",,"0","0","0",,
Bodhtree Consulting Ltd,BODHTREE,"IT Services & Consulting","14.030639908000001","7.09",,"0","0","0",,
Stephanotis Finance Ltd,STEPHANOTIS,"Specialized Finance","14.00160398","21.51",,"0","0","0",,
Howard Hotels Ltd,HOWARHO,,"13.9705356","16.09",,"0","0","0",,
Supreme (India) Impex Ltd,SIIL,"Textiles","13.953295744999998","26",,"0","0","0",,
USG Tech Solutions Ltd,USGTECH,,"13.95263034","3.71",,"0","0","0",,
Continental Chemicals Ltd,CONTCHM,"Software Services","13.901069","61.25",,"0","0","0",,
Pradhin Ltd,PRADHIN,"Agro Products","13.86544","36.5",,"0","0","0",,
Panth Infinity Ltd,PANTH,"Commodities Trading","13.861671","7.52",,"0","0","0",,
Daikaffil Chemicals India Ltd,DAIKAFFI,"Specialty Chemicals","13.812","23.8",,"0","0","0",,
ICICI Prudential NV20 ETF,ICICINV20,"Equity","13.801773789","112.96",,"0","0","0",,
Octavius Plantations Ltd,OCTAVIUSPL,,"13.8","47.93",,"0","0","0",,
Manraj Housing Finance Ltd,MANRAJH,"0","13.77","27.54",,"0","0","0",,
Healthy Life Agritec Ltd,HEALTHYLIFE,,"13.735488","6.28",,"0","0","0",,
Gajanan Securities Services Ltd,GAJANANSEC,"Investment Banking & Brokerage","13.639494","44.8",,"0","0","0",,
Super Fine Knitters Ltd,SKL,"Apparel & Accessories","13.632377","11",,"0","0","0",,
Techindia Nirman Ltd,TECHIN,"Real Estate","13.6097","9.4",,"0","0","0",,
Velox Industries Ltd,VELOXIND,"Soft Drinks","13.563774","17.01",,"0","0","0",,
Integrated Capital Services Ltd,ICSL,"Business Support Services","13.52192","3.78",,"0","0","0",,
Harish Textile Engineers Ltd,HARISH,"Industrial Machinery","13.5108","44.5",,"0","0","0",,
Continental Securities Ltd,CSL,"Investment Banking & Brokerage","13.474402","6.42",,"0","0","0",,
Amiable Logistics (India) Ltd,AMIABLE,"Logistics","13.46114","77",,"0","0","0",,
Jakharia Fabric Ltd,JAKHARIA,"Textiles","13.4512773","33.1",,"0","0","0",,
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches","13.422376638","24",,"0","0","0",,
Athena Constructions Ltd,ATHCON,"Real Estate","13.41","17.88",,"0","0","0",,
BCL Enterprises Ltd,BCLENTERPR,"Diversified Financials","13.409","1.15",,"0","0","0",,
Bombay Wire Ropes Ltd,BOMBWIR,"Iron & Steel","13.34875","25.5",,"0","0","0",,
Shree Karthik Papers Ltd,SHKARTP,,"13.31967","7.24",,"0","0","0",,
Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,"Cable & D2H","13.2921","16",,"0","0","0",,
Manav Infra Projects Ltd,MANAV,"Construction & Engineering","13.26184","19.4",,"0","0","0",,
Satra Properties (India) Ltd,SATRAPROP,"Real Estate","13.198492","0.72",,"0","0","0",,
SK International Export Ltd,SKIEL,"Apparel & Accessories","13.1975172","18",,"0","0","0",,
GTN Textiles Ltd,GTNTEX,"Textiles","13.177021095999999","11.59",,"0","0","0",,
Alexander Stamps and Coin Ltd,ALEXANDER,"Diversified Financials","13.148544","14.2",,"0","0","0",,
Mitshi India Ltd,MITSHI,"Conglomerates","13.1384","14.87",,"0","0","0",,
ICICI Prudential Consumption ETF,ICICICONSU,"Equity","13.10207943","86.33",,"0","0","0",,
Prabhat Dairy Ltd,PRABHAT,"FMCG - Foods","13.060374884345299","99.6",,"0",,,,
BFL Asset Finvest Ltd,BFLAFL,"Investment Banking & Brokerage","13.0298695","12.35",,"0","0","0",,
Kartik Investments Trust Ltd,KARTKIN,"Diversified Financials","12.9808","532",,"0","0","0",,
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches","12.97296","4.5",,"0","0","0",,
Nutech Global Ltd,NUTECGLOB,"Textiles","12.9397443","42.4",,"0","0","0",,
Interstate Oil Carrier Ltd,INTSTOIL,"Logistics","12.9250647","25.5",,"0","0","0",,
Conart Engineers Ltd,CONART,,"12.91796","41.5",,"0","0","0",,
BKV Industries Ltd,BKV,"Packaged Foods & Meats","12.822324720000001","8.55",,"0","0","0",,
CMI Ltd,CMICABLES,"Cables","12.8219656","8",,"0","0","0",,
Amrapali Capital and Finance Services Ltd,ACFSL,"Investment Banking & Brokerage","12.8197446","13.11",,"0","0","0",,
DSP Nifty 50 ETF,DSPN50ETF,"Equity","12.801381996","201.12",,"0","0","0",,
HDFC Nifty Private Bank ETF,HDFCPVTBAN,"Equity","12.781170502","237.24",,"0","0","0",,
Naturo Indiabull Ltd,NATURO,,"12.778154144","12.53",,"0","0","0",,
Royal Cushion Vinyl Products Ltd,ROYALCU,,"12.767110295999998","11.1",,"0","0","0",,
Surya India Ltd,SURYAINDIA,"Real Estate","12.7491434","18.25",,"0","0","0",,
Rajasthan Cylinders and Containers Ltd,RCCL,"Oil & Gas - Storage & Transportation","12.710190695","37.5",,"0","0","0",,
Bil Energy Systems Ltd,BILENERGY,"Industrial Machinery","12.68496","0.6",,"0","0","0",,
Aditya BSL Sensex ETF,BSLSENETFG,"Equity","12.67263724","66.07",,"0","0","0",,
National Plywood Industries Ltd,NATPLY,"Building Products - Laminates","12.6663735","5.14",,"0","0","0",,
Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,"Agro Products","12.66","6.35",,"0","0","0",,
Kamanwala Housing Construction Ltd,KAMANWALA,,"12.641564520000001","8.52",,"0","0","0",,
Nippon India ETF Long Term Gilt,LTGILTBEES,"Debt","12.591982437999999","24.26",,"0","0","0",,
S V Trading and Agencies Ltd,ZSVTRADI,"Investment Banking & Brokerage","12.5685","7.35",,"0","0","0",,
Integra Telecommunication and Software Ltd,INTELSOFT,"Technology Hardware","12.5136","11.51",,"0","0","0",,
Norris Medicines Ltd,NORRIS,"Pharmaceuticals","12.500875","11.93",,"0","0","0",,
Bright Solar Ltd,BRIGHT,"Industrial Machinery","12.4995","4.95",,"0","0","0",,
Pratiksha Chemicals Ltd,PRATIKSH,"Commodity Chemicals","12.47199126","22",,"0","0","0",,
Sanblue Corporation Ltd,SANBLUE,"Commodities Trading","12.453941325","24.5",,"0","0","0",,
Prima Agro Ltd,PRIMAGR,"Agro Products","12.4054212","23.5",,"0","0","0",,
Tulasee Bio-Ethanol Ltd,TULASEEBIOE,"0","12.37551","21",,"0","0","0",,
CIL Securities Ltd,CILSEC,,"12.34","25.1",,"0","0","0",,
Novateor Research Laboratories Ltd,NOVATEOR,"FMCG - Personal Products","12.3271335","25.5",,"0","0","0",,
Ascensive Educare Ltd,ASCENSIVE,,"12.313378092","38.37",,"0","0","0",,
Southern Latex Ltd,SOUTLAT,,"12.3045824","17.55",,"0","0","0",,
Quantum Nifty ETF,QNIFTY,"Equity","12.214835948","2126.14",,"0","0","0",,
Palm Jewels Limited,PALMJEWELS,,"12.20980736","12.1",,"0","0","0",,
Glance Finance Ltd,GLANCE,,"12.18186","54.94",,"0","0","0",,
Ekennis Software Service Ltd,EKENNIS,,"12.18","84",,"0","0","0",,
Orient Tradelink Ltd,ORIENTTR,"Movies & TV Serials","12.16688","10.05",,"0","0","0",,
Motilal Oswal S&P BSE Low Volatility ETF,MOLOWVOL,"Equity","12.120252429999999","27.93",,"0","0","0",,
Pecos Hotels and Pubs Ltd,PECOS,,"12.06394875","92.1",,"0","0","0",,
Anka India Ltd,ANKIN,"IT Services & Consulting","12.05804532","13.8",,"0","0","0",,
Inducto Steels Ltd,INDCTST,"Metals - Diversified","12.047744746","29.95",,"0","0","0",,
Kachchh Minerals Ltd,KACHCHH,"Mining - Diversified","12.0383439","22.25",,"0","0","0",,
SMVD Poly Pack Ltd,SMVD,"Packaging","12.0361296","12",,"0","0","0",,
Shreevatsaa Finance and Leasing Ltd,SHVFL,"Diversified Financials","12.019","11.9",,"0","0","0",,
Fruition venture Ltd,FRUTION,"Investment Banking & Brokerage","12","31.5",,"0","0","0",,
Emmessar Biotech and Nutrition Ltd,EMMESSA,,"11.99064","23.5",,"0","0","0",,
Billwin Industries Ltd,BILLWIN,,"11.95336164","56.1",,"0","0","0",,
Helpage Finlease Ltd,HELPAGE,"Diversified Financials","11.937","12.54",,"0","0","0",,
Kalyani Commercials Ltd,KALYANI,"Consumer Finance","11.93","119.3",,"0","0","0",,
Shiva Granito Export Ltd,SHIVAEXPO,"Building Products - Granite","11.9199751","9.02",,"0","0","0",,
Muller and Phipps (India) Ltd,MULLER,"FMCG - Personal Products","11.9","190",,"0","0","0",,
Pan Electronics India Ltd,PANELEC,"Electrical Components & Equipments","11.884","28.3",,"0","0","0",,
Misquita Engineering Ltd,MISQUITA,"0","11.8536","40.11",,"0","0","0",,
Kiduja India Ltd,KIDUJA,"Investment Banking & Brokerage","11.8335","65.55",,"0","0","0",,
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","11.82","3.97",,"0","0","0",,
Times Green Energy (India) Ltd,TIMESGREEN,,"11.8144","71",,"0","0","0",,
Sumeru Industries Ltd,SUMERUIND,,"11.808","1.66",,"0","0","0",,
Pyxis Finvest Ltd,PYXISFIN,"Diversified Financials","11.790149625","10.25",,"0","0","0",,
Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,,"11.787897","27.4",,"0","0","0",,
Prism Finance Ltd,PRISMFN,"Diversified Financials","11.7330415","18.05",,"0","0","0",,
Tradewell Holdings Ltd,TRADEWELL,,"11.657072","38.8",,"0","0","0",,
Maagh Advertising & Marketing Services Ltd,MAAGHADV,,"11.644","33.73",,"0","0","0",,
Photoquip (India) Ltd,PHOTOQUP,"Electronic Equipments","11.64194","24.25",,"0","0","0",,
Kotak Nifty Alpha 50 ETF,KOTAKALPHA,"Equity","11.560360832","31.9",,"0","0","0",,
Supertex Industries Ltd,SUPERTEX,"Textiles","11.4547332","9.98",,"0","0","0",,
Sterling Greenwoods Ltd,STRGRENWO,"Real Estate","11.4471576","27",,"0","0","0",,
Jalan Transolutions (India) Ltd,JALAN,"Logistics","11.4117177","7.6",,"0","0","0",,
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","11.4059325","26.75",,"0","0","0",,
Samyak International Ltd,SAMYAKINT,,"11.368812","17.3",,"0","0","0",,
R J Shah and Company Ltd,RJSHAH,"Construction & Engineering","11.3622565","405.65",,"0","0","0",,
Consecutive Investments & Trading Co Ltd,CITL,"Investment Banking & Brokerage","11.3437002254873","37.74",,"0","0","0",,
Deccan Bearings Ltd,DECANBRG,"Industrial Machinery","11.331503459999999","51.9",,"0","0","0",,
Yarn Syndicate Ltd,YARNSYN,"Textiles","11.325","30",,"0","0","0",,
Metalyst Forgings Ltd,METALFORGE,"Auto Parts","11.323","2.7",,"0","0","0",,
Vishvprabha Ventures Ltd,VISVEN,"Investment Banking & Brokerage","11.319","66",,"0","0","0",,
Reliable Ventures India Ltd,RELIABVEN,"Hotels, Resorts & Cruise Lines","11.3102483","10.6",,"0","0","0",,
Kotak Nifty 100 Low Vol 30 ETF,KOTAKLOVOL,"Equity","11.309675944999999","15.35",,"0","0","0",,
Nippon India ETF Nifty 100,NIF100BEES,"Equity","11.262924036","205.56",,"0","0","0",,
Jindal Cotex Ltd,JINDCOT,"Textiles","11.244586979249599","2.5",,"0","0","0",,
Regent Enterprises Ltd,REGENTRP,,"11.207876579999999","3.37",,"0","0","0",,
York Exports Ltd,YORKEXP,"Textiles","11.1913984","33",,"0","0","0",,
Lippi Systems Ltd,LIPPISYS,"Industrial Machinery","11.172","15.96",,"0","0","0",,
Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,"Textiles","11.1647125","34",,"0","0","0",,
BNR Udyog Ltd,BNRUDY,"IT Services & Consulting","11.145","38.9",,"0","0","0",,
C J Gelatine Products Ltd,CJGEL,"Specialty Chemicals","11.07059","23",,"0","0","0",,
PBA Infrastructure Ltd,PBAINFRA,,"11.043459716","8.25",,"0","0","0",,
Mahaan Foods Ltd,MAHAANF,"FMCG - Foods","11.0342064","32.39",,"0","0","0",,
Parmax Pharma Ltd,PARMAX,,"11.0330937","30",,"0","0","0",,
Rajasthan Petro Synthetics Ltd,RAJSPTR,"Logistics","11.0088691424795","0.99",,"0","0","0",,
Nippon India ETF Hang Seng BeES,HNGSNGBEES,"Equity","10.982502","280.04",,"0","0","0",,
Regency Fincorp Ltd,REGENCY,,"10.942185472","10.15",,"0","0","0",,
Accord Synergy Ltd,ACCORD,"Telecom Services","10.90208","31.4",,"0","0","0",,
Motilal Oswal Nasdaq Q50 ETF,MONQ50,"Equity","10.8938445","54.36",,"0","0","0",,
Suvidha Infraestate Corporation Ltd,SICL,"Construction & Engineering","10.879808","12.23",,"0","0","0",,
Shree Steel Wire Ropes Ltd,SSWRL,"Iron & Steel","10.87824465","32.9",,"0","0","0",,
Trishakti Electronics and Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","10.8545724","38.3",,"0","0","0",,
Sterling Powergensys Ltd,STERPOW,"Textiles","10.813712","22.28",,"0","0","0",,
Net Pix Shorts Digital Media Ltd,NETPIX,,"10.7842022","33.7",,"0","0","0",,
Maitri Enterprises Ltd,MAITRI,"Pharmaceuticals","10.78","24",,"0","0","0",,
Mehta Integrated Finance Ltd,MEHIF,"Diversified Financials","10.75","20.43",,"0","0","0",,
Iykot Hitech Toolroom,IYKOTHITE,"Industrial Machinery","10.726092","16.8",,"0","0","0",,
Uniroyal Industries Ltd,UNIROYAL,,"10.7079924","13.25",,"0","0","0",,
Sanco Industries Ltd,SANCO,"Building Products - Pipes","10.66183","8.15",,"0","0","0",,
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,"Equity","10.5760902","44.56",,"0","0","0",,
Jiya Eco-Products Ltd,JIYAECO,"Renewable Energy","10.5256417","3.5",,"0","0","0",,
SI Capital & Financial Services Ltd,SICAPIT,"Tour & Travel Services","10.4992","30.88",,"0","0","0",,
Navigant Corporate Advisors Ltd,NAVIGANT,"Investment Banking & Brokerage","10.4986575","33.3",,"0","0","0",,
ACI Infocom Ltd,ACIIN,"IT Services & Consulting","10.4966355","1.04",,"0","0","0",,
F Mec International Financial Services Ltd,FMEC,"Consumer Finance","10.4617618","35.42",,"0","0","0",,
Eurotex Industries and Exports Ltd,EUROTEXIND,"Textiles","10.368590025","12",,"0","0","0",,
Daulat Securities Ltd,DAULAT,"Investment Banking & Brokerage","10.36","21.5",,"0","0","0",,
Suryavanshi Spinning Mills Ltd,SURYVANSP,"Textiles","10.288375296","21.24",,"0","0","0",,
Unity Infraprojects Ltd,UNITY,"Construction & Engineering","10.2754307337777","0.85",,"0","0","0",,
Taaza International Ltd,TAAZAINT,,"10.27022565","14.7",,"0","0","0",,
Siel Financial Services Ltd,SIELFNS,"Specialized Finance","10.2093768","8.85",,"0","0","0",,
Mac Hotels Ltd,MACH,"Hotels, Resorts & Cruise Lines","10.2","34",,"0","0","0",,
Viceroy Hotels Ltd,VICEROY,"Hotels, Resorts & Cruise Lines","10.17725376","2.4",,"0","0","0",,
Dhyaani Tile & Marblez Ltd,DHYAANI,,"10.1764","65.5",,"0","0","0",,
Gujarat Toolroom Ltd,GUJTLRM,"Construction & Engineering","10.1458749","13.12",,"0","0","0",,
Shri Ram Switchgears Ltd,SRIRAM,"Electrical Components & Equipments","10.11067065","10.1",,"0","0","0",,
Bindal Exports Ltd,BINDALEXPO,"Textiles","10.097878","21.95",,"0","0","0",,
Antarctica Ltd,ANTGRAPHIC,"Packaging","10.075624","0.6",,"0","0","0",,
Sawaca Business Machines Ltd,SAWABUSI,"Commodities Trading","10.0680712","0.89",,"0","0","0",,
DCM Financial Services Ltd,DCMFINSERV,"Consumer Finance","10.06689957","4.55",,"0","0","0",,
Switching Technologies Gunther Ltd,SWITCHTE,"Electrical Components & Equipments","10.045","39.73",,"0","0","0",,
CMM Infraprojects Ltd,CMMIPL,"Construction & Engineering","10.0308864","6.4",,"0","0","0",,
Minolta Finance Ltd,MINOLTAF,"Diversified Financials","10","10",,"0","0","0",,
Saianand Commercial Ltd,SAICOM,,"9.9968","0.45",,"0","0","0",,
Stellar Capital Services Ltd,STELLAR,,"9.9846","4",,"0","0","0",,
Sujala Trading & Holdings Ltd,SUJALA,"Diversified Financials","9.978732","16.7",,"0","0","0",,
Ladam Affordable Housing Ltd,LAHL,"Real Estate","9.976007","4.69",,"0","0","0",,
Rajdarshan Industries Ltd,ARENTERP,"Mining - Diversified","9.94656","33",,"0","0","0",,
Kashyap Tele-Medicines Ltd,KASHYAP,"Software Services","9.926176","2.11",,"0","0","0",,
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","9.92013","17.25",,"0","0","0",,
Gujarat Investa Ltd,GUJINV,"Diversified Financials","9.913068","13.2",,"0","0","0",,
Tokyo Finance Ltd,TOKYOFIN,,"9.897542","14.2",,"0","0","0",,
Symbiox Investment & Trading Co Ltd,SYMBIOX,"Textiles","9.88679628","3.12",,"0","0","0",,
Market Creators Ltd,MKTCREAT,"Investment Banking & Brokerage","9.87","9.49",,"0","0","0",,
AA Plus Tradelink Ltd,AAPLUSTRAD,,"9.8467488","11.46",,"0","0","0",,
R R Financial Consultants Ltd,RRFIN,,"9.844023","8.61",,"0","0","0",,
Parle Industries Ltd,PARLEIND,"Commodities Trading","9.772","6.99",,"0","0","0",,
Octal Credit Capital Ltd,OCTAL,"Diversified Financials","9.7317514","19.46",,"0","0","0",,
Seasons Textiles Ltd,SEASONST,"Textiles","9.7224094","13.45",,"0","0","0",,
Cubical Financial Services Ltd,CUBIFIN,,"9.71033","1.5",,"0","0","0",,
VXL Instruments Ltd,VXLINSTR,"Technology Hardware","9.7004544","7.64",,"0","0","0",,
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,"Sugar","9.694","5.25",,"0","0","0",,
Esaar (India) Ltd,ESARIND,"Diversified Financials","9.689745","4.83",,"0","0","0",,
India Lease Development Ltd,INDLEASE,"Specialized Finance","9.687491769","6.59",,"0","0","0",,
Vamshi Rubber Ltd,VAMSHIRU,,"9.67564","23.49",,"0","0","0",,
Shanti Guru Industries Ltd,SHANTIGURU,,"9.66335","7.85",,"0","0","0",,
Tarapur Transformers Ltd,TARAPUR,"Heavy Electrical Equipments","9.652505445000001","5.15",,"0","0","0",,
PVV Infra Ltd,PVVINFRA,,"9.650657079","14.5",,"0","0","0",,
Ajwa Fun World and Resort Ltd,AJWAFUN,"Theme Parks & Gaming","9.57861","14.99",,"0","0","0",,
Norben Tea and Exports Ltd,NORBTEAEXP,"Tea & Coffee","9.57625","8.15",,"0","0","0",,
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,"Iron & Steel","9.546336","17.5",,"0","0","0",,
Dr Lalchandani Labs Ltd,DLCL,"Hospitals & Diagnostic Centres","9.5327496","22",,"0","0","0",,
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,"Equity","9.508923105","101.08",,"0","0","0",,
Amalgamated Electricity Company Ltd,AMALGAM,"Electrical Components & Equipments","9.506777088","35.95",,"0","0","0",,
Bothra Metals and Alloys Ltd,BMAL,,"9.49903632","5.38",,"0","0","0",,
S R G Securities Finance Ltd,SRGSFL,"Consumer Finance","9.4768302","17.63",,"0","0","0",,
Muzali Arts Ltd,MUZALI,,"9.46634672","1.63",,"0","0","0",,
Natural Biocon (India) Ltd,NATURAL,,"9.4280512","8.7",,"0","0","0",,
Shree Worstex Ltd,SHWL,"Diversified Financials","9.42","39.3",,"0","0","0",,
Macro International Ltd,MACINTR,"Real Estate","9.36290892","24.73",,"0","0","0",,
VR Woodart Ltd,VRWODAR,"0","9.352054168","6.28",,"0","0","0",,
Jindal Leasefin Ltd,JLL,"Investment Banking & Brokerage","9.3245811","32.44",,"0","0","0",,
N D Metal Industries Ltd,NDMETAL,"0","9.3124","37.55",,"0","0","0",,
Kuwer Industries Ltd,KUWERIN,"Packaging","9.293897728","10.24",,"0","0","0",,
Ridings Consulting Engineers India Ltd,RIDINGS,"Business Support Services","9.249974279895259","7.44",,"0","0","0",,
VCU Data Management Ltd,VCU,"Electronic Equipments","9.238","5.93",,"0","0","0",,
Euro-Leder Fashion Ltd,EUROLED,,"9.215616","20.48",,"0","0","0",,
TV Vision Ltd,TVVISION,"TV Channels & Broadcasters","9.186125","2.4",,"0","0","0",,
Aayush Food and Herbs Ltd,AAYUSH,,"9.167125","27",,"0","0","0",,
Kotia Enterprises Ltd,KEL,"Industrial Machinery","9.154732","13.04",,"0","0","0",,
Amarnath Securities Ltd,AMARSEC,"Investment Banking & Brokerage","9.1536102","29.5",,"0","0","0",,
Libord Finance Ltd,LIBORDFIN,"Diversified Financials","9.1217","5.81",,"0","0","0",,
Usha Martin Education And Solutions Ltd,UMESLTD,"Education Services","9.113454795","3.45",,"0","0","0",,
Shivagrico Implements Ltd,SHIVAGR,"Agricultural & Farm Machinery","9.1097112","18",,"0","0","0",,
Mount Housing and Infrastructure Ltd,MOUNT,,"9.1042722","30.06",,"0","0","0",,
Colinz Laboratories Ltd,COLINZ,"Pharmaceuticals","9.1015083","36.78",,"0","0","0",,
Ajel Ltd,AJEL,,"9.09865","8.2",,"0","0","0",,
Parenteral Drugs (India) Ltd,PDPL,"Pharmaceuticals","9.0939715","3.05",,"0","0","0",,
Nouveau Global Ventures Ltd,NOUVEAU,"Conglomerates","9.09097","0.49",,"0","0","0",,
NIKS Technology Ltd,NIKSTECH,,"9.08","250",,"0","0","0",,
Gallops Enterprise Ltd,GALLOPENT,,"9.0405656","18.94",,"0","0","0",,
Inani Securities Ltd,INANISEC,,"9.0196883","19.94",,"0","0","0",,
Tranway Technologies Ltd,TRANWAY,,"9.00898","8.5",,"0","0","0",,
Soni Medicare Ltd,SML,"Hospitals & Diagnostic Centres","8.95629","21",,"0","0","0",,
Mehta Securities Ltd,MEHSECU,"Investment Banking & Brokerage","8.9530812","28.98",,"0","0","0",,
Radaan Media Works India Ltd,RADAAN,"Movies & TV Serials","8.9366541","1.65",,"0","0","0",,
Integra Capital Management Ltd,INTCAPM,"Diversified Financials","8.93532","19",,"0","0","0",,
Risa International Ltd,RISAINTL,,"8.932014","0.58",,"0","0","0",,
Chadha Papers Ltd,CHADPAP,"Paper Products","8.928534999999949","8.75",,"0","0","0",,
Ramasigns Industries Ltd,RAMASIGNS,"Stationery","8.9076","3.01",,"0","0","0",,
Tarai Foods Ltd,TARAI,"Packaged Foods & Meats","8.88178812","5.02",,"0","0","0",,
Sirohia & Sons Ltd,SIROHIA,"Fertilizers & Agro Chemicals","8.880909672","8.66",,"0","0","0",,
Saboo Brothers Ltd,SABOOBR,,"8.8516824","15.24",,"0","0","0",,
