Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
R J Shah and Company Ltd,RJSHAH,"Construction & Engineering","11.3622565",,,,,
Consecutive Investments & Trading Co Ltd,CITL,"Investment Banking & Brokerage","11.3437002254873",,,,,
Lippi Systems Ltd,LIPPISYS,"Industrial Machinery","11.34",,,,,
Ekennis Software Service Ltd,EKENNIS,,"11.34","13",,,"97",
Kachchh Minerals Ltd,KACHCHH,"Mining - Diversified","11.3386251",,,,,
Supertex Industries Ltd,SUPERTEX,"Textiles","11.32997868","41",,"82",,"97"
Kotak Nifty 100 Low Vol 30 ETF,KOTAKLOVOL,"Equity","11.309675944999999",,,,,
Iykot Hitech Toolroom,IYKOTHITE,"Industrial Machinery","11.28582",,,,,
Nippon India ETF Nifty 100,NIF100BEES,"Equity","11.262924036",,,,,
Mehta Integrated Finance Ltd,MEHIF,"Diversified Financials","11.25",,,,,
Jindal Cotex Ltd,JINDCOT,"Textiles","11.244586979249599","20",,,,
R R Financial Consultants Ltd,RRFIN,,"11.2266105","23",,,,
York Exports Ltd,YORKEXP,"Textiles","11.18131",,,,,
Nutech Global Ltd,NUTECGLOB,"Textiles","11.180913",,,,,
Maagh Advertising & Marketing Services Ltd,MAAGHADV,,"11.152",,,,,
Times Green Energy (India) Ltd,TIMESGREEN,,"11.1488",,,,,
Regent Enterprises Ltd,REGENTRP,,"11.140963884",,,,,
Tradewell Holdings Ltd,TRADEWELL,,"11.11628",,,,,
Metalyst Forgings Ltd,METALFORGE,"Auto Parts","11.10525","2",,,,
Mahaan Foods Ltd,MAHAANF,"FMCG - Foods","11.062212",,,,,
Rajasthan Petro Synthetics Ltd,RAJSPTR,"Logistics","11.0088691424795",,,,,
Nippon India ETF Hang Seng BeES,HNGSNGBEES,"Equity","10.982502",,,,,
Deccan Bearings Ltd,DECANBRG,"Industrial Machinery","10.91667",,,,,
Uniroyal Industries Ltd,UNIROYAL,,"10.9147104",,,,,
Accord Synergy Ltd,ACCORD,"Telecom Services","10.90208",,,,,
Motilal Oswal Nasdaq Q50 ETF,MONQ50,"Equity","10.8938445",,,,,
Suvidha Infraestate Corporation Ltd,SICL,"Construction & Engineering","10.879808",,,,,
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","10.872945",,,,,
Parmax Pharma Ltd,PARMAX,,"10.8535113",,,,,
Dr Lalchandani Labs Ltd,DLCL,"Hospitals & Diagnostic Centres","10.83267",,,,,
Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,"Textiles","10.8314375","74",,"24","100","67"
Net Pix Shorts Digital Media Ltd,NETPIX,,"10.7842022",,,,,
Maitri Enterprises Ltd,MAITRI,"Pharmaceuticals","10.78",,,,,
Daulat Securities Ltd,DAULAT,"Investment Banking & Brokerage","10.77",,,,,
Regency Fincorp Ltd,REGENCY,,"10.739156640000001",,,,,
Suryavanshi Spinning Mills Ltd,SURYVANSP,"Textiles","10.705604256","96",,"32","99","70"
Viceroy Hotels Ltd,VICEROY,"Hotels, Resorts & Cruise Lines","10.601306","1","3.77777777777778",,,
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,"Equity","10.5760902",,,,,
Photoquip (India) Ltd,PHOTOQUP,"Electronic Equipments","10.56176","40",,"24",,"47"
Jiya Eco-Products Ltd,JIYAECO,"Renewable Energy","10.5256417",,,,,
Rajdarshan Industries Ltd,ARENTERP,"Mining - Diversified","10.506054","6",,"37",,"20"
Octal Credit Capital Ltd,OCTAL,"Diversified Financials","10.50189",,,,,
Mac Hotels Ltd,MACH,"Hotels, Resorts & Cruise Lines","10.5",,,,,
SI Capital & Financial Services Ltd,SICAPIT,"Tour & Travel Services","10.4992",,,,,
Sawaca Business Machines Ltd,SAWABUSI,"Commodities Trading","10.4113009","16",,"19",,"12"
Taaza International Ltd,TAAZAINT,,"10.371839190000001",,,,,
Norris Medicines Ltd,NORRIS,"Pharmaceuticals","10.3507245",,,,,
Jindal Leasefin Ltd,JLL,"Investment Banking & Brokerage","10.3024736",,,,,
Pasari Spinning Mills Ltd,PASARI,"Textiles","10.281",,,,,
Unity Infraprojects Ltd,UNITY,"Construction & Engineering","10.2754307337777",,,,,
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,"Iron & Steel","10.259568","8",,"34",,"10"
Kiduja India Ltd,KIDUJA,"Investment Banking & Brokerage","10.24198",,,,,
Ajwa Fun World and Resort Ltd,AJWAFUN,"Theme Parks & Gaming","10.23039",,,,,
Saianand Commercial Ltd,SAICOM,,"10.224",,,,,
Siel Financial Services Ltd,SIELFNS,"Specialized Finance","10.220720552",,,,,
Gujarat Investa Ltd,GUJINV,"Diversified Financials","10.1684046",,,,,
PVV Infra Ltd,PVVINFRA,,"10.140538149",,,,,
Shree Steel Wire Ropes Ltd,SSWRL,"Iron & Steel","10.13647089",,,,,
Shri Ram Switchgears Ltd,SRIRAM,"Electrical Components & Equipments","10.11067065",,,,,
Bindal Exports Ltd,BINDALEXPO,"Textiles","10.097878",,,,,
Shanti Guru Industries Ltd,SHANTIGURU,,"10.08189","39",,,,
Antarctica Ltd,ANTGRAPHIC,"Packaging","10.075624",,,"5",,
Natural Biocon (India) Ltd,NATURAL,,"10.064928","19",,"47",,"28"
Symbiox Investment & Trading Co Ltd,SYMBIOX,"Textiles","10.04323293","10",,"4",,"5"
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","10.040374",,,,,
CMM Infraprojects Ltd,CMMIPL,"Construction & Engineering","10.0308864",,,,,
Ladam Affordable Housing Ltd,LAHL,"Real Estate","9.976007",,,,,
DCM Financial Services Ltd,DCMFINSERV,"Consumer Finance","9.9562743","1",,"19",,"3"
Tejassvi Aaharam Ltd,TEJASSVI,,"9.919",,,,,
Tokyo Finance Ltd,TOKYOFIN,,"9.9114822",,,,,
Sanco Industries Ltd,SANCO,"Building Products - Pipes","9.84276",,,,,
Parle Industries Ltd,PARLEIND,"Commodities Trading","9.828",,,"14",,"5"
Kashyap Tele-Medicines Ltd,KASHYAP,"Software Services","9.78301",,,,,
Cubical Financial Services Ltd,CUBIFIN,,"9.7755",,,,,
Norben Tea and Exports Ltd,NORBTEAEXP,"Tea & Coffee","9.7525",,,,,
Tarai Foods Ltd,TARAI,"Packaged Foods & Meats","9.750466",,,,,
TV Vision Ltd,TVVISION,"TV Channels & Broadcasters","9.7372925","61","2.5","1",,"19"
Switching Technologies Gunther Ltd,SWITCHTE,"Electrical Components & Equipments","9.67505","34",,,,
Dhyaani Tile & Marblez Ltd,DHYAANI,,"9.652","4",,,"93",
Munoth Communication Ltd,MCLTD,"Technology Hardware","9.6397506",,,,,
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,"Sugar","9.6015",,,,,
Gallops Enterprise Ltd,GALLOPENT,,"9.571774",,,,,
Parenteral Drugs (India) Ltd,PDPL,"Pharmaceuticals","9.541216",,,,,
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,"Equity","9.508923105",,,,,
Vamshi Rubber Ltd,VAMSHIRU,,"9.5031612",,,,,
Sujala Trading & Holdings Ltd,SUJALA,"Diversified Financials","9.498105","2",,"76",,"62"
Ajel Ltd,AJEL,,"9.4831",,,,,
S R G Securities Finance Ltd,SRGSFL,"Consumer Finance","9.4768302",,,,,
Shree Manufacturing Co Ltd,SHRMFGC,"Textiles","9.462315779999999",,,,,
Setubandhan Infrastructure Ltd,SETUINFRA,"Construction & Engineering","9.4258695","53",,,,
Shree Worstex Ltd,SHWL,"Diversified Financials","9.42",,,,,
Muzali Arts Ltd,MUZALI,,"9.407182053",,,,,
Trishakti Electronics and Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","9.401949",,,,,
ACI Infocom Ltd,ACIIN,"IT Services & Consulting","9.3917265","18",,"7",,"7"
Soni Medicare Ltd,SML,"Hospitals & Diagnostic Centres","9.3699853",,,,,
VXL Instruments Ltd,VXLINSTR,"Technology Hardware","9.3673344","25",,"82",,"69"
Stellar Capital Services Ltd,STELLAR,,"9.3605625",,,,,
Aayush Food and Herbs Ltd,AAYUSH,,"9.355335",,,,,
VR Woodart Ltd,VRWODAR,"0","9.352054168",,,,,
Sugal and Damani Share Brokers Ltd,SUGALDAM,"Investment Banking & Brokerage","9.31251043",,,,,
N D Metal Industries Ltd,NDMETAL,"0","9.3124",,,,,
Paos Industries Ltd,PAOS,,"9.2713684",,,,,
Euro-Leder Fashion Ltd,EUROLED,,"9.260352",,,,,
Ridings Consulting Engineers India Ltd,RIDINGS,"Business Support Services","9.249974279895259",,,,,
NPR Finance Ltd,NPRFIN,,"9.2419528","40",,,,
VCU Data Management Ltd,VCU,"Electronic Equipments","9.2225","5",,"15",,"12"
Kapil Cotex Ltd,KAPILCO,"Textiles","9.1988",,,,,
Kotia Enterprises Ltd,KEL,"Industrial Machinery","9.154732",,,,,
Inani Securities Ltd,INANISEC,,"9.1199577",,,,,
Usha Martin Education And Solutions Ltd,UMESLTD,"Education Services","9.113454795","11",,"1",,"5"
Mount Housing and Infrastructure Ltd,MOUNT,,"9.1042722",,,,,
Amalgamated Electricity Company Ltd,AMALGAM,"Electrical Components & Equipments","9.101406336",,,,,
Nouveau Global Ventures Ltd,NOUVEAU,"Conglomerates","9.09097","18",,,,
NIKS Technology Ltd,NIKSTECH,,"9.08",,,,,
F Mec International Financial Services Ltd,FMEC,"Consumer Finance","9.0416412",,,,,
Tranway Technologies Ltd,TRANWAY,,"9.00898","32",,,,
Garware Synthetics Ltd,GARWSYN,"Textiles","9.003795",,,,,
Esaar (India) Ltd,ESARIND,"Diversified Financials","8.9947","2",,"16","100","81"
Seasons Textiles Ltd,SEASONST,"Textiles","8.9658891",,,,,
Mehta Securities Ltd,MEHSECU,"Investment Banking & Brokerage","8.9530812",,,,,
Gujarat Lease Financing Ltd,GLFL,"Consumer Finance","8.951503109999999","16",,"24",,"4"
Libord Finance Ltd,LIBORDFIN,"Diversified Financials","8.949",,,,,
Radaan Media Works India Ltd,RADAAN,"Movies & TV Serials","8.9366541","1",,,,
Integra Capital Management Ltd,INTCAPM,"Diversified Financials","8.93532",,,,,
Chadha Papers Ltd,CHADPAP,"Paper Products","8.928534999999949",,,,,
Market Creators Ltd,MKTCREAT,"Investment Banking & Brokerage","8.925",,,,,
Colinz Laboratories Ltd,COLINZ,"Pharmaceuticals","8.892423","28",,"9",,"26"
Sirohia & Sons Ltd,SIROHIA,"Fertilizers & Agro Chemicals","8.880909672",,,,,
Bhudevi Infra Projects Ltd,BHUDEVI,,"8.875586292",,,,,
Anjani Finance Ltd,ANJANIFIN,"Diversified Financials","8.8652442","33",,,,
Photon Capital Advisors Ltd,PHOTON,,"8.83240449",,,,,
Polycon International Ltd,POLYCON,"Plastic Products","8.8248255",,,,,
Kush Industries Ltd,KUSHIND,"Textiles","8.8145","23",,"38",,"49"
Tarapur Transformers Ltd,TARAPUR,"Heavy Electrical Equipments","8.77500495","2",,"61",,"51"
Risa International Ltd,RISAINTL,,"8.77251375",,,,,
Ramasigns Industries Ltd,RAMASIGNS,"Stationery","8.76485",,,,,
Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines","8.732693045","70",,,,
Spice Island Apparels Ltd,SPICEISL,,"8.729",,,,,
Shivagrico Implements Ltd,SHIVAGR,"Agricultural & Farm Machinery","8.723664",,,,,
Crane Infrastructure Ltd,CRANEINFRA,,"8.6904",,,,,
Golechha Global Finance Ltd,GOLECHA,"Diversified Financials","8.6625","15",,"24",,"77"
Tashi India Ltd,TASHIND,"Diversified Financials","8.650125",,,,,
Kuwer Industries Ltd,KUWERIN,"Packaging","8.6222684",,,,,
Sinnar Bidi Udyog Ltd,SINNAR,"FMCG - Tobacco","8.61",,,,,
HDFC Nifty NEXT 50 ETF,HDFCNEXT50,"Equity","8.575619",,,,,
India Lease Development Ltd,INDLEASE,"Specialized Finance","8.570269653",,,,,
GSB Finance Ltd,GSBFIN,"Investment Banking & Brokerage","8.55",,,,,
Svarnim Trade Udyog Ltd,SNIM,,"8.5467225","13",,,,
Amraworld Agrico Ltd,AMRAAGRI,"Commodities Trading","8.5413",,,,,
S S Infrastructure Development Consultants Ltd,SSINFRA,"Construction & Engineering","8.50221",,,,,
Delta Industrial Resources Ltd,DELTA,"Textiles","8.482400926999999",,,,,
Mukat Pipes Ltd,MUKATPIP,"Building Products - Pipes","8.44662","19",,"48",,"21"
Sailani Tours N Travels Ltd,SAILANI,,"8.438976","42",,,,
Sheshadri Industries Ltd,SHESHAINDS,"Textiles","8.411442592",,,,,
Amarnath Securities Ltd,AMARSEC,"Investment Banking & Brokerage","8.40056",,,,,
Goyal Associates Ltd,GOYALASS,,"8.354875","40",,"80",,"90"
UTI S&P BSE Sensex Next 50 ETF,UTISXN50,"Equity","8.33829663",,,,,
Svaraj Trading and Agencies Ltd,ZSVARAJT,"Commodities Trading","8.33375","2",,"6",,"36"
Bhagawati Oxygen Ltd,BHAGWOX,"Commodity Chemicals","8.324375431",,,,,
Kretto Syscon Ltd,KRETTOSYS,,"8.310300042","30",,"11",,"7"
Minolta Finance Ltd,MINOLTAF,"Diversified Financials","8.31",,,,,
United Interactive Ltd,UNITEDINT,"IT Services & Consulting","8.268796",,,,,
Kore Foods Ltd,KORE,"FMCG - Foods","8.25985","10",,"15",,"4"
Beryl Drugs Ltd,BERLDRG,"Pharmaceuticals","8.2415125",,,,,
ACE Software Exports Ltd,ACESOFT,,"8.2134",,,,,
Bloom Dekor Ltd,BLOOM,"Wood Products","8.21315","61",,"16",,"26"
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,"Diversified Financials","8.1771876",,,,,
Panafic Industrials Ltd,PANAFIC,"Diversified Financials","8.130375","45",,"23",,"81"
Sarda Proteins Ltd,SRDAPRT,"Packaged Foods & Meats","8.11173","20",,"1",,"4"
AMS Polymers Ltd,AMS,"0","8.1076375",,,,,
Modern Converters Ltd,MODCL,"Agro Products","8.08035",,,,,
Chothani Foods Ltd,CHOTHANI,"Agro Products","8.0754","22",,,,
Dalal Street Investments Ltd,DSINVEST,"Investment Banking & Brokerage","8.05644218",,,,,
IITL Projects Ltd,IITLPROJ,"Real Estate","8.0503217",,,,,
Jayatma Industries Ltd,JAYIND,"Textiles","8.0205456",,,,,
Asia Pack Ltd,ASIAPAK,"Real Estate","8.0177568",,,,,
Premier Ltd,PREMIER,"Industrial Machinery","7.8968682","6","1.19607843137255",,,
Axis Silver ETF,AXISILVER,"Equity","7.8703070319999995",,,,,
Span Divergent Ltd,SDL,,"7.853992186","50",,,,
ABC Gas (International) Ltd,ABCGAS,"Metals - Copper","7.8309",,,,,
Creative Eye Ltd,CREATIVEYE,"Movies & TV Serials","7.8227175","17",,"1",,"2"
Glittek Granites Ltd,GLITTEKG,"Building Products - Granite","7.78782","2",,"11",,"4"
Goenka Business & Finance Ltd,GBFL,"Diversified Financials","7.7740598","32",,"18",,"82"
Kaarya Facilities & Services Ltd,KAARYAFSL,"0","7.760714140000001","35",,,,
Sri Amarnath Finance Ltd,AMARNATH,"Investment Banking & Brokerage","7.75446",,,,,
Mafia Trends Ltd,MAFIA,,"7.75427895",,,,,
Sarup Industries Ltd,SARUPINDUS,,"7.740712",,,,,
Dhanuka Realty Ltd,DRL,"Real Estate","7.74004",,,,,
Vitesse Agro Ltd,VITESSE,"Agro Products","7.722041304","18",,"1",,"3"
Shyam Telecom Ltd,SHYAMTEL,"Telecom Equipments","7.71995","23","2.42857142857143",,,
Purshottam Investofin Ltd,PURSHOTTAM,,"7.672245075",,,,,
Saboo Brothers Ltd,SABOOBR,,"7.6568272",,,,,
Millennium Online Solutions (India) Ltd,MILLENNIUM,"Technology Hardware","7.65298503",,,,,
Golkonda Aluminium Extrusions Ltd,GOLKONDA,"Metals - Aluminium","7.614440505","8",,"47",,"27"
Peeti Securities Ltd,PEETISEC,"Textiles","7.5908096",,,,,
LWS Knitwear Ltd,LWSKNIT,"Textiles","7.5825416",,,,,
Kay Power and Paper Ltd,KAYPOWR,"Paper Products","7.57568",,,,,
SC Agrotech Ltd,SCAGRO,"Agro Products","7.535715",,,,,
Ahmedabad Steel Craft Ltd,AHMDSTE,"Commodities Trading","7.52928",,,,,
Vision Cinemas Ltd,VISIONCINE,,"7.50736573",,,,,
Arunis Abode Ltd,ARUNIS,,"7.5",,,,,
Bothra Metals and Alloys Ltd,BMAL,,"7.4992392","17",,,,
AVI Products India Ltd,APIL,"Commodities Trading","7.4952588",,,,,
Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines","7.47",,,,,
Southern Infosys Ltd,SOUTHERNIN,"IT Services & Consulting","7.44968",,,,,
Jointeca Education Solutions Ltd,JOINTECAED,"Software Services","7.4413679","24",,,,
Computer Point Ltd,COMPUPN,"IT Services & Consulting","7.4403224","18",,"7",,"3"
Bangalore Fort Farms Ltd,BFFL,,"7.43907",,,,,
Raunaq Epc International Ltd,RAUNAQEPC,,"7.415312974","27",,,,
Jolly Merchants Ltd,RGRL,"Agricultural & Farm Machinery","7.41116",,,,,
ANS Industries Ltd,ANSINDUS,"Packaged Foods & Meats","7.40448",,,,,
Easun Reyrolle Ltd,EASUNREYRL,"Power Transmission & Distribution","7.39059384",,,,,
Univa Foods Ltd,UNIVAFOODS,"Hotels, Resorts & Cruise Lines","7.376242",,,,,
Shree Ganesh Elastoplast Ltd,SHGANEL,,"7.367178",,,,,
Adinath Exim Resources Ltd,ADIEXRE,"Consumer Finance","7.3511082","11",,"15",,"26"
Madhusudan Securities Ltd,MADHUSE,"Investment Banking & Brokerage","7.295513593000001",,,,,
Sun Retail Ltd,SUNRETAIL,"Agro Products","7.292896","8",,"9",,"16"
Yaan Enterprises Ltd,YAANENT,,"7.285",,,,,
Trimurthi Ltd,TRIMURTHI,"Health Care Equipment & Supplies","7.2657","9",,,,
Shukra Jewellery Ltd,SHUKJEW,"Precious Metals, Jewellery & Watches","7.2478752",,,,,
Mega Fin (India) Ltd,MEGFI,"Diversified Financials","7.24774629069514",,,,,
Kabra Commercial Ltd,KCL,"Commodities Trading","7.2177",,,,,
Kkalpana Plastick Limited,KKPLASTICK,"Plastic Products","7.1870955",,,,,
Senthil Infotek Ltd,SENINFO,"IT Services & Consulting","7.171",,,,,
Shree Salasar Investments Ltd,SALSAIN,"Investment Banking & Brokerage","7.146846",,,,,
Jain Marmo Industries Ltd,JAINMARMO,"Building Products - Granite","7.137768",,,,,
Uniroyal Marine Exports Ltd,UNRYLMA,"Packaged Foods & Meats","7.12745",,,,,
Tarini International Ltd,TARINI,"Renewable Energy","7.122904","13",,,,
Royal India Corporation Ltd,ROYALIND,"Commodity Chemicals","7.06248",,,,,
Longview Tea Co Ltd,LONTE,"Tea & Coffee","7.0447715",,,,,
Sellwin Traders Ltd,SELLWIN,"Commodities Trading","7.0274",,,,,
Simplex Mills Company Ltd,SIMPLXMIL,"Textiles","7.016219175",,,,,
Flora Corporation Ltd,FLORACORP,,"7.013301625",,,,,
IGC Industries Ltd,IGCIL,"Textiles","7",,,,,
Galaxy Agrico Exports Ltd,GALAGEX,"Industrial Machinery","6.98202072",,,,,
Northlink Fiscal and Capital Services Ltd,NORTHLINK,"Construction & Engineering","6.86175",,,,,
Alps Industries Ltd,ALPSINDUS,"Textiles","6.8449675","13",,"33",,"44"
Quantum Build-Tech Ltd,QUANTBUILD,,"6.842916990000001",,,,,
Garodia Chemicals Ltd,GARODCH,"Commodity Chemicals","6.84019",,,,,
Kanungo Financiers Ltd,KANUNGO,"0","6.8351500000000005",,,,,
Unitech International Ltd,UNITINT,"Commodities Trading","6.8179725",,,,,
United Credit Ltd,UNITDCR,,"6.8089577939999995","19",,,,
Amforge Industries Ltd,AMFORG,"Consumer Finance","6.805151276","32",,"17",,"12"
Jonjua Overseas Ltd,JONJUA,,"6.7835539",,,,,
Hindustan Bio Sciences Ltd,HINDBIO,"Biotechnology","6.7757788",,,,,
Minaxi Textiles Ltd,MINAXI,"Textiles","6.769992","61",,"21",,"60"
N D A Securities Ltd,NDASEC,,"6.7624416",,,,,
HDFC NiftyY200 Momentum 30 ETF,HDFCMOMENT,"Equity","6.758470765",,,,,
DQ Entertainment International Ltd,DQE,"Animation","6.739055",,,,,
Heera Ispat Ltd,HEERAISP,"Iron & Steel","6.735806",,,,,
Niraj Ispat Industries Ltd,NIRAJISPAT,"Textiles","6.72",,,,,
Shaba Chemicals Ltd,SHABCHM,"Diversified Chemicals","6.7003608",,,,,
Sharanam Infraproject and Trading Ltd,SIPTL,"Real Estate","6.700134",,,,,
Premier Synthetics Ltd,PREMSYN,"Textiles","6.6922924","15",,"9","100","41"
Shashwat Furnishing Solutions Ltd,SFSL,,"6.6816",,,,,
Padam Cotton Yarns Ltd,PADAMCO,"Textiles","6.680925",,,,,
Umiya Tubes Ltd,UMIYA,,"6.674446889","30",,"23",,"23"
Santosh Fine Fab Ltd,SANTOSHF,"Textiles","6.661494",,,,,
Indo-City Infotech Ltd,INDOCITY,"Diversified Financials","6.656",,,,,
RLF Ltd,RLF,"Textiles","6.642607195",,,,,
Janus Corporation Ltd,JANUSCORP,,"6.628545","56",,"15",,"60"
Duke Offshore Ltd,DUKEOFS,"Oil & Gas - Equipment & Services","6.6141812","9",,"33",,"12"
Mini Diamonds (India) Ltd,MINID,"Precious Metals, Jewellery & Watches","6.6028646",,,,,
Bijoy Hans Ltd,BIJHANS,"Pharmaceuticals","6.6000462",,,,,
Zicom Electronic Security Systems Ltd,ZICOM,"Electronic Equipments","6.5958625600000005",,,,,
Ambassador Intra Holdings Ltd,AIHL,"Textiles","6.5861271","12",,,,
Hira Automobiles Ltd,HIRAUTO,"Four Wheelers","6.52014592",,,,,
Sita Enterprises Ltd,SITAENT,"Diversified Financials","6.519",,,,,
Moongipa Capital Finance Ltd,MONGIPA,"Consumer Finance","6.5128336",,,,,
Seven Hill Industries Ltd,SEVENHILL,"Diversified Financials","6.5016",,,,,
TeleCanor Global Ltd,TELECANOR,,"6.492820979999999",,,,,
Milestone Global Ltd,MILESTONE,,"6.472575","71",,,,
Manipal Finance Corp Ltd,MNPLFIN,"Consumer Finance","6.470101892",,,,,
Hittco Tools Ltd,HITTCO,"Industrial Machinery","6.46783935",,,,,
Technofab Engineering Ltd,TECHNOFAB,"Construction & Engineering","6.45135","19",,,,
JD Orgochem Ltd,JDORGOCHEM,"Specialty Chemicals","6.4395","13",,"40",,"11"
Constronics Infra Ltd,CONSTRONIC,,"6.423255531000001","17",,,,
Ashish Polyplast Ltd,ASHISHPO,"Building Products - Pipes","6.421275",,,,,
Sophia Traexpo Ltd,STRAEXPO,"0","6.4158",,,,,
Catvision Ltd,CATVISION,"Communication & Networking","6.380712",,,,,
Kumbhat Financial Services Ltd,KUMPFIN,"Diversified Financials","6.3365",,,,,
ICICI Prudential Nifty Infrastructure ETF,ICICIINFRA,"Equity","6.324786144",,,,,
Genomic Valley Biotech Ltd,GVBL,"Biotechnology","6.322815",,,,,
Siddha Ventures Ltd,SIDDHA,"Investment Banking & Brokerage","6.308738",,,,,
Universal Office Automation Ltd,UNIOFFICE,"Industrial Machinery","6.30065498",,,"24",,"6"
Devki Leasing and Finance Ltd,AGARWAL,,"6.282184",,,,,
Subhash Silk Mills Ltd,SUBSM,"Textiles","6.233535",,,,,
Stratmont Industries Ltd,STRATMONT,,"6.22972428",,,,,
Krishna Capital and Securities Ltd,KRISHNACAP,"Investment Banking & Brokerage","6.2283648",,,,,
Omni AX's Software Ltd,OMNIAX,"Software Services","6.215971999000001",,,,,
Gratex Industries Ltd,GRATEXI,"Commodities Trading","6.206166",,,,,
Tamil Nadu Steel Tubes Ltd,TNSTLTU,"Building Products - Pipes","6.2061328",,,,,
Gemstone Investments Ltd,GEMSI,"Consumer Finance","6.20425","12",,"36",,"48"
Mukta Agriculture Ltd,MUKTA,"Commodities Trading","6.2009865060000005",,,"5",,"2"
Alchemist Corporation Ltd,ALCHCORP,,"6.19205958",,,,,
Devine Impex Ltd,DEVINE,"Commodities Trading","6.1863978",,,,,
Step Two Corporation Ltd,STEP2COR,"Investment Banking & Brokerage","6.1840688",,,,,
Haria Apparels Ltd,HARIAAPL,"Textiles","6.1770792",,,,,
Motilal Oswal S&P BSE Enhanced Value ETF,MOVALUE,"Equity","6.174690856",,,,,
Viaan Industries Ltd,VIAANINDUS,"Commodities Trading","6.1736136",,,"11",,
ADITYA BSL Nifty 200 Momentum 30 ETF,MOMENTUM,"Equity","6.166183576",,,,,
Mayukh Dealtrade Ltd,MAYUKH,"Investment Banking & Brokerage","6.1632",,,,,
Kandagiri Spinning Millis Ltd,KANDAGIRI,"Textiles","6.1588","5",,,,
Gowra Leasing and Finance Ltd,GOWRALE,"Consumer Finance","6.1416141",,,,,
Nihar Info Global Ltd,NIHARINF,,"6.14057132",,,,,
Chemiesynth (Vapi) Ltd,CHEMIESYNT,"Specialty Chemicals","6.14",,,,,
Fabino Life Sciences Ltd,FABINO,,"6.1278",,,,,
Silver Pearl Hospitality & Luxury Spaces Ltd,SILVERPRL,,"6.12534",,,,,
Transwind Infrastructures Ltd,TRANSWIND,"Construction & Engineering","6.120435",,,,,
Corporate Merchant Bankers Ltd,CMBL,"Investment Banking & Brokerage","6.0786",,,,,
OTCO International Ltd,OTCO,"IT Services & Consulting","6.04314392",,,,,
Ganesh Films India Ltd,GFIL,"Movies & TV Serials","6.036421788",,,,,
P M Telelinnks Ltd,PMTELELIN,"Commodities Trading","6.02485",,,,,
Jattashankar Industries Ltd,JATTAINDUS,"Textiles","5.9883915",,,,,
Sanathnagar Enterprises Ltd,SEL,"Real Estate","5.98815",,,,,
Fone4 Communications(India) Ltd,FONE4,,"5.98455",,,,,
Rander Corp Ltd,RANDER,"Real Estate","5.983445",,,,,
C & C Constructions Ltd,CANDC,"Construction & Engineering","5.979637275",,,,,
Modella Woollens Ltd,MODWOOL,"Textiles","5.97779",,,,,
Perfect-Octave Media Projects Ltd,OCTAVE,,"5.9684172","16",,"12",,"1"
Rajath Finance Ltd,RAJATH,"Diversified Financials","5.916",,,,,
Relic Technologies Ltd,RELICTEC,"Diversified Financials","5.904",,,,,
Decorous Investment and Trading Co Ltd,DITCO,"Real Estate","5.8995",,,,,
Citi Port Financial Services Ltd,CITIPOR,"Diversified Financials","5.89",,,,,
Shree Precoated Steels Ltd,SPSL,"Real Estate","5.886940644",,,,,
Panache Innovations Ltd,PANABYTE,"Commodities Trading","5.85187",,,,,
Nagarjuna Agri Tech Ltd,NAGTECH,"Agro Products","5.8463184",,,,,
Ramgopal Polytex Ltd,RAMGOPOLY,"Commodities Trading","5.8",,,,,
Bazel International Ltd,BAZELINTER,"Investment Banking & Brokerage","5.7520245",,,,,
Yogi Infra Projects Ltd,YOGISUNG,"Construction & Engineering","5.727572",,,,,
Motilal Oswal S&P BSE Quality ETF,MOQUALITY,"Equity","5.722810688",,,,,
Motilal Oswal S&P BSE Healthcare ETF,MOHEALTH,"Equity","5.7107817",,,,,
S K S Textiles Ltd,SKSTEXTILE,"Textiles","5.687717565",,,,,
Typhoon Financial Services Ltd,TFSL,"Diversified Financials","5.686137",,,,,
AVI Polymers Ltd,AVI,"Commodities Trading","5.686073",,,,,
Ushakiran Finance Ltd,USHAKIRA,"Diversified Financials","5.6818685",,,,,
Quantum Digital Vision (India) Ltd,QUANTDIA,"Construction & Engineering","5.67545",,,,,
Rajputana Investment & Finance Ltd,RAJPUTANA,"Investment Banking & Brokerage","5.6672",,,,,
SDC Techmedia Ltd,SDC,"Movies & TV Serials","5.648475",,,,,
HDFC Nifty100 Low Volatility 30 ETF,HDFCLOWVOL,"Equity","5.647267751999999",,,,,
Flora Textiles Ltd,FLORATX,"Textiles","5.64","16",,,,
